ID,post_title,post_content,post_status,post_author,post_type,post_date,post_modified,post_tags,post_category,default_category,featured,street,street2,city,region,country,zip,latitude,longitude,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,phone,email,website,facebook,order_test,rating_test_,rating,post_images
8976,"CTRE SOCIAL ET CULTUREL DE BOUCAU-TARNOS",,publish,3090,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.29809749266532," -1.0610261718443041",398616607,"CTRE SOCIAL ET CULTUREL DE BOUCAU-TARNOS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8977,"INSTITUT FORMATION SECOURISME PREVENTION",,publish,3091,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.26164397982362," -1.0272561875139514",399729896,"INSTITUT FORMATION SECOURISME PREVENTION",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8978,"ASS DEP CTRES MUSICAUX RURAUX PYREN ATL",,publish,3092,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.3902158554503," -1.2607768112769078",402501530,"ASS DEP CTRES MUSICAUX RURAUX PYREN ATL",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8979,"3ENTRE FORMAT AU SECOURISME DU TRAVAIL",,publish,3093,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.4704971314071," -1.4539961512498958",404738247,"3ENTRE FORMAT AU SECOURISME DU TRAVAIL",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8980,"ASS BOUCAU GYMNASTIQUE VOLONTAIRE",,publish,3094,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.419758841722235," -1.4494962518336956",409486412,"ASS BOUCAU GYMNASTIQUE VOLONTAIRE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8981,"ASSOCIATION BLEU AZUR",,publish,3095,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.357322921040584," -1.5650027115270482",414385658,"ASSOCIATION BLEU AZUR",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8982,"ENTRAIDE A DOMICILE",,publish,3096,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.29649224994267," -1.5039378702716817",414562959,"ENTRAIDE A DOMICILE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8983,"INTER EMPLOI GROUP D'EMPLOYEUR DU BOUCAU",,publish,3097,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.24063087827552," -1.2801678433181283",414873331,"INTER EMPLOI GROUP D'EMPLOYEUR DU BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8984,"LES IRREDUCTIBLES DU SURF",,publish,3098,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.26041718957428," -1.402362778039785",423543933,"LES IRREDUCTIBLES DU SURF",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8985,"TAINER WASCH",,publish,3099,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.43745678891507," -1.493205108591998",424343549,"TAINER WASCH",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8986,"ASS  UNION COMMERCIALE BOUCAU TARNOS",,publish,3100,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.3515219794952," -1.6340484796508996",425187143,"ASS UNION COMMERCIALE BOUCAU TARNOS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8987,"ASS  ENVIRONNEMENT ET FORETS DU SUD",,publish,3101,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.38909896750472," -1.5648262275999367",430547984,"ASS ENVIRONNEMENT ET FORETS DU SUD",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8988,"ASS. POUR LA PROMOTION ZEP DE BOUCAU",,publish,3102,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.103339733176895," -1.1563782187338272",432115491,"ASS. POUR LA PROMOTION ZEP DE BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8989,"TENNIS CLUB DE BOUCAU",,publish,3103,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.3905728824459," -1.3931320014480089",443606504,"TENNIS CLUB DE BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8990,"UP SESSION",,publish,3104,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.34672216483383," -1.1722258934163285",444366397,"UP SESSION",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8991,"ADF PCF 64",,publish,3105,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.32747187242333," -1.5481982486851391",444747406,"ADF PCF 64",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8992,ADRENALINE,,publish,3106,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.35463394163082," -1.316167384273066",447538125,ADRENALINE,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8993,"AU PETIT BONHEUR",,publish,3107,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.24656096735016," -1.0140152674804341",478218043,"AU PETIT BONHEUR",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8994,"CONFEDERATION SYNDICALE DES FAMILLES",,publish,3108,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.31068267410966," -1.6444538083907658",479001760,"CONFEDERATION SYNDICALE DES FAMILLES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8995,"ORI O TAHITI",,publish,3109,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.162252673804424," -0.9854624572559177",479860777,"ORI O TAHITI",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8996,"FOYER SOCIO EDUCATIF DU COLLEGE DE BOUCAU",,publish,3110,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.17766831416865," -1.2340893200903071",489254300,"FOYER SOCIO EDUCATIF DU COLLEGE DE BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8997,"COMITE DEPART PYRENEES ATLANTIQUES SAMBO",,publish,3111,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.07906448225798," -1.0505407772832198",490299484,"COMITE DEPART PYRENEES ATLANTIQUES SAMBO",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8998,"BLEU CIEL",,publish,3112,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.18326429417358," -1.008475108612861",492299516,"BLEU CIEL",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
8999,"MOTO CLUB BAYONNE ANGLET BIARRITZ ET SUD LANDES",,publish,3113,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.28820534471754," -1.2639046550908186",495011058,"MOTO CLUB BAYONNE ANGLET BIARRITZ ET SUD LANDES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9000,"HOANA VOS FETES EN TOUTE SERENITE",,publish,3114,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.1378561485827," -1.2959903958690138",495392623,"HOANA VOS FETES EN TOUTE SERENITE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9001,"AIDE ET SOUTIEN A L'ATLAS",,publish,3115,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.37066320436694," -1.6493137650515295",500491048,"AIDE ET SOUTIEN A L'ATLAS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9002,"AMICALE GARGALAISE",,publish,3116,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.25853665931432," -1.540336974670953",500727292,"AMICALE GARGALAISE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9003,"BAYONNE RADIO TAXI",,publish,3117,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.363224265161875," -1.3058525496342048",502739030,"BAYONNE RADIO TAXI",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9004,"CULTURE - RANDONNEE & CANYONING  CURACAN",,publish,3118,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.29423854722428," -1.060962151452551",504232653,"CULTURE - RANDONNEE & CANYONING CURACAN",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9005,"LA BOUCALAISE",,publish,3119,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.211299004243806," -1.1357908225886053",518412820,"LA BOUCALAISE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9006,"ASS LES AMIS D HUREOUS",,publish,3120,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.23342468747464," -1.2350154408504563",519499933,"ASS LES AMIS D HUREOUS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9007,"AGORA ESTUAIRE ADOUR",,publish,3121,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.32456939992523," -1.6260941587764208",522620855,"AGORA ESTUAIRE ADOUR",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9008,AQUITAINETV.FR,,publish,3122,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.22296167524904," -1.126707870110699",528137045,AQUITAINETV.FR,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9009,"CHATEAU LACLAU",,publish,3123,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.241795772417966," -1.1913254629191896",530643063,"CHATEAU LACLAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9010,"ADEMAS ASSOCIATION POUR LE DEVELOPPEMENT DES ENFANTS DE MAREMNE ADOUR ET DU SEIGNANX",,publish,3124,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.23307277559985," -1.0673670213412954",533430401,"ADEMAS ASSOCIATION POUR LE DEVELOPPEMENT DES ENFANTS DE MAREMNE ADOUR ET DU SEIGNANX",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9011,"ASSOCIATION LES CIGALES",,publish,3125,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.40726572736583," -1.6353179885820732",750844318,"ASSOCIATION LES CIGALES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9012,DFTM,,publish,3126,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.15868935335093," -1.0409391989629408",751202318,DFTM,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9013,"ESKUZ ESKU",,publish,3127,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.16676168861927," -1.0075238804941458",752853473,"ESKUZ ESKU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9014,"ASSOCIATION ESMERALDA",,publish,3128,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.308993372601726," -1.6422853948862655",754046928,"ASSOCIATION ESMERALDA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9015,"ASSOC OEUVRES LAIQUE DU BOUCAU",,publish,3129,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.43694074587957," -1.3587566208159445",782280499,"ASSOC OEUVRES LAIQUE DU BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9016,"OEUV VACAN INTER BOUCAU TARNOS",,publish,3130,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.16586831451331," -0.9830031249451975",782280804,"OEUV VACAN INTER BOUCAU TARNOS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9017,"BOUCAU-TARNOS STADE",,publish,3131,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.422345842724866," -1.4293336805485932",782280861,"BOUCAU-TARNOS STADE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9018,"AMICALE ANCIENS MARINS BOUCAU",,publish,3132,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.263082705759146," -1.3153203430011327",782280895,"AMICALE ANCIENS MARINS BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9019,"SOC INTERMUN CULTUR SPORT BOUCAU-TARNOS",,publish,3133,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.45922926098726," -1.496274346922339",782280911,"SOC INTERMUN CULTUR SPORT BOUCAU-TARNOS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9020,"EMAN ISA",,publish,3134,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.23647104156345," -1.3024742717286755",788471878,"EMAN ISA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9021,"ASSOCIATION SAINT JEAN",,publish,3135,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.323833058543705," -1.1001805610295263",792334641,"ASSOCIATION SAINT JEAN",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9022,"SPACE MONKEY",,publish,3136,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.14668039148172," -1.2311375549378885",794615377,"SPACE MONKEY",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9023,"AMICALE DE LA CALE DES PECHEURS DE BOUCAU",,publish,3137,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.375479663118206," -1.3309398926437956",799706957,"AMICALE DE LA CALE DES PECHEURS DE BOUCAU",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9024,"AMICALE DE LA CALE SARAUTE",,publish,3138,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.286295192340795," -1.1228593399164222",800042244,"AMICALE DE LA CALE SARAUTE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9025,"TXERRI TROPHY",,publish,3139,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.03710631774416," -1.0196541661618794",808863005,"TXERRI TROPHY",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9026,"BOUCAU TARNOS RETRAITE SPORTIVE",,publish,3140,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.25609040366068," -1.5185238460619321",812053551,"BOUCAU TARNOS RETRAITE SPORTIVE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9027,"UNION LOCALE CGT BOUCAU TARNOS",,publish,3141,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.35168799407169," -1.3323390845989442",812692994,"UNION LOCALE CGT BOUCAU TARNOS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9028,EVI'DANSE,,publish,3142,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.2442629102671," -1.2773122708510947",813361557,EVI'DANSE,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9029,"LABO ESTAMPE",,publish,3143,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.40229477213115," -1.6069644910213978",821069663,"LABO ESTAMPE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9030,"SB PROD",,publish,3144,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.42377996434173," -1.6920090938037742",822586269,"SB PROD",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9031,FORUS,,publish,3145,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.23890378193537," -0.9473743262111646",827881533,FORUS,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9032,"OAK'S COUNTRY",,publish,3146,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.23827811164765," -1.1020867220120214",831211115,"OAK'S COUNTRY",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9033,"BOKALEKO IKASTOLA",,publish,3147,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.241288812440416," -1.339292248632038",833575624,"BOKALEKO IKASTOLA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9034,"ASSOCITION POUR LE DEVELOPPEMENT DE LA FORMATION INITIALE ET PROFESSIONNELLE",,publish,3148,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.23925085918121," -1.0494163033010402",834837700,"ASSOCITION POUR LE DEVELOPPEMENT DE LA FORMATION INITIALE ET PROFESSIONNELLE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9035,FUSEE,,publish,3149,gd_place,"2025-07-21 19:53:30","2025-07-21 19:53:30",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.33816677866656," -1.6169322898538618",837816701,FUSEE,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9036,"CARREFOUR D'ANIMATION ET D'EXPRESSION MUSICALES 'LA CALE A MUSIQUE'",,publish,3150,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.04059348965344," -0.9870930799651184",838168524,"CARREFOUR D'ANIMATION ET D'EXPRESSION MUSICALES 'LA CALE A MUSIQUE'",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9037,"CENTRE D ETUDES DE LA LANGUE FRANCAISE",,publish,3151,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.32144380099526," -1.2103753968121538",838301026,"CENTRE D ETUDES DE LA LANGUE FRANCAISE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9038,"ENSEMBLE ORCHESTRAL DE BIARRITZ",,publish,3152,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.295185947941825," -1.4818642334189014",838512374,"ENSEMBLE ORCHESTRAL DE BIARRITZ",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9039,"SOUL BIHOTZA (SB)",,publish,3153,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.1258576328136," -1.1234990100448548",841847395,"SOUL BIHOTZA (SB)",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9040,SO'ARTDANSE,,publish,3154,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.20124366989181," -1.4004155505013316",842039950,SO'ARTDANSE,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9041,"ASSOCIATION EVANGELIQUE NOUVELLE VIE",,publish,3155,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.085363091735225," -0.9805105085505982",843877556,"ASSOCIATION EVANGELIQUE NOUVELLE VIE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9042,"AIKIDO YOGA 64",,publish,3156,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.31866386653454," -1.582448322077716",850334236,"AIKIDO YOGA 64",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9043,"ASSOCIATION POUR LA PROMOTION DES ARTS DE LA TABLE ET DU SERVICE  A LA FRANCAISE",,publish,3157,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.21655336697778," -1.0257050269437564",851319558,"ASSOCIATION POUR LA PROMOTION DES ARTS DE LA TABLE ET DU SERVICE A LA FRANCAISE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9044,"COMPAGNIE POULE INVENDUE",,publish,3158,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.27841274622099," -1.462488384654514",878678044,"COMPAGNIE POULE INVENDUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9045,"ASSOCIATION DE PARENTS D'ELEVES ET DE PROFESSIONNELS DE L'EDUCATION ET DE L'ENSEIGNEMENT",,publish,3159,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.11724932325559," -1.1737215175647349",880803135,"ASSOCIATION DE PARENTS D'ELEVES ET DE PROFESSIONNELS DE L'EDUCATION ET DE L'ENSEIGNEMENT",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9046,"CLAVETTE & CIE",,publish,3160,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.16704409731889," -1.2641529770862194",881915003,"CLAVETTE & CIE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
9047,"VERS LA LIBERTE",,publish,3161,gd_place,"2025-07-21 19:53:31","2025-07-21 19:53:31",,,,0,,,BOUCAU,Nouvelle-Aquitaine,France,64340,43.20400638698912," -1.4256382709826076",882294838,"VERS LA LIBERTE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
